Province,District,Year,Mean_Nightlight,Valid_Pixels
Bình Định,Vĩnh Thạnh,2015,0.01659,3461
Bình Định,Vĩnh Thạnh,2016,0.010892,3461
Bình Định,Vĩnh Thạnh,2017,0.022183,3461
Bình Định,Vĩnh Thạnh,2018,0.032241,3461
Bình Định,Vĩnh Thạnh,2019,0.02978,3461
Bình Định,Vĩnh Thạnh,2020,0.028104,3461
Bạc Liêu,Bạc Liêu,2012,1.84039,699
Bạc Liêu,Bạc Liêu,2013,1.996112,699
Bạc Liêu,Bạc Liêu,2014,2.859294,699
Bạc Liêu,Bạc Liêu,2015,3.083458,699
Bạc Liêu,Bạc Liêu,2016,3.134465,699
Bạc Liêu,Bạc Liêu,2017,3.69603,699
Bạc Liêu,Bạc Liêu,2018,4.171385,699
Bạc Liêu,Bạc Liêu,2019,4.624481,699
Bạc Liêu,Bạc Liêu,2020,4.826253,699
Bạc Liêu,Giá Rai,2012,0.140528,1679
Bạc Liêu,Giá Rai,2013,0.208505,1679
Bạc Liêu,Giá Rai,2014,0.307157,1679
Bạc Liêu,Giá Rai,2015,0.300096,1679
Bạc Liêu,Giá Rai,2016,0.279527,1679
Bạc Liêu,Giá Rai,2017,0.413918,1679
Bạc Liêu,Giá Rai,2018,0.50546,1679
Bạc Liêu,Giá Rai,2019,0.51098,1679
Bạc Liêu,Giá Rai,2020,0.516777,1679
Bạc Liêu,Hoà Bình,2012,0.138005,1610
Bạc Liêu,Hoà Bình,2013,0.133679,1610
Bạc Liêu,Hoà Bình,2014,0.385415,1610
Bạc Liêu,Hoà Bình,2015,0.397635,1610
Bạc Liêu,Hoà Bình,2016,0.34742,1610
Bạc Liêu,Hoà Bình,2017,0.597132,1610
Bạc Liêu,Hoà Bình,2018,0.774885,1610
Bạc Liêu,Hoà Bình,2019,0.8403,1610
Bạc Liêu,Hoà Bình,2020,0.790165,1610
Bạc Liêu,Hồng Dân,2012,0.014623,2108
Bạc Liêu,Hồng Dân,2013,0.024219,2108
Bạc Liêu,Hồng Dân,2014,0.025449,2108
Bạc Liêu,Hồng Dân,2015,0.029816,2108
Bạc Liêu,Hồng Dân,2016,0.022059,2108
Bạc Liêu,Hồng Dân,2017,0.022232,2108
Bạc Liêu,Hồng Dân,2018,0.036555,2108
Bạc Liêu,Hồng Dân,2019,0.039035,2108
Bạc Liêu,Hồng Dân,2020,0.054787,2108
Bạc Liêu,Phước Long,2012,0.037072,1990
Bạc Liêu,Phước Long,2013,0.041918,1990
Bạc Liêu,Phước Long,2014,0.075254,1990
Bạc Liêu,Phước Long,2015,0.099461,1990
Bạc Liêu,Phước Long,2016,0.079522,1990
Bạc Liêu,Phước Long,2017,0.109562,1990
Bạc Liêu,Phước Long,2018,0.133678,1990
Bạc Liêu,Phước Long,2019,0.151656,1990
Bạc Liêu,Phước Long,2020,0.203627,1990
Bạc Liêu,Vĩnh Lợi,2012,0.155405,1190
Bạc Liêu,Vĩnh Lợi,2013,0.194475,1190
Bạc Liêu,Vĩnh Lợi,2014,0.240934,1190
Bạc Liêu,Vĩnh Lợi,2015,0.254894,1190
Bạc Liêu,Vĩnh Lợi,2016,0.28134,1190
Bạc Liêu,Vĩnh Lợi,2017,0.443077,1190
Bạc Liêu,Vĩnh Lợi,2018,0.54457,1190
Bạc Liêu,Vĩnh Lợi,2019,0.57424,1190
Bạc Liêu,Vĩnh Lợi,2020,0.58928,1190
Bạc Liêu,Đông Hải,2012,0.062884,2478
Bạc Liêu,Đông Hải,2013,0.068837,2478
Bạc Liêu,Đông Hải,2014,0.203176,2478
Bạc Liêu,Đông Hải,2015,0.18277,2478
Bạc Liêu,Đông Hải,2016,0.117502,2478
Bạc Liêu,Đông Hải,2017,0.243824,2478
Bạc Liêu,Đông Hải,2018,0.291901,2478
Bạc Liêu,Đông Hải,2019,0.319366,2478
Bạc Liêu,Đông Hải,2020,0.343739,2478
Bắc Giang,Bắc Giang,2012,3.335237,342
Bắc Giang,Bắc Giang,2013,3.610496,342
Bắc Giang,Bắc Giang,2014,5.49759,342
Bắc Giang,Bắc Giang,2015,6.525221,342
Bắc Giang,Bắc Giang,2016,7.397886,342
Bắc Giang,Bắc Giang,2017,7.788713,342
Bắc Giang,Bắc Giang,2018,7.554012,342
Bắc Giang,Bắc Giang,2019,8.708316,342
Bắc Giang,Bắc Giang,2020,9.377685,342
Bắc Giang,Hiệp Hòa,2012,0.111328,1034
Bắc Giang,Hiệp Hòa,2013,0.11885,1034
Bắc Giang,Hiệp Hòa,2014,0.163924,1034
Bắc Giang,Hiệp Hòa,2015,0.179154,1034
Bắc Giang,Hiệp Hòa,2016,0.26501,1034
Bắc Giang,Hiệp Hòa,2017,0.398716,1034
Bắc Giang,Hiệp Hòa,2018,0.411975,1034
Bắc Giang,Hiệp Hòa,2019,0.703853,1034
Bắc Giang,Hiệp Hòa,2020,0.723783,1034
Bắc Giang,Lạng Giang,2012,0.144469,1225
Bắc Giang,Lạng Giang,2013,0.16935,1225
Bắc Giang,Lạng Giang,2014,0.315739,1225
Bắc Giang,Lạng Giang,2015,0.509492,1225
Bắc Giang,Lạng Giang,2016,0.516305,1225
Bắc Giang,Lạng Giang,2017,0.524401,1225
Bắc Giang,Lạng Giang,2018,0.582059,1225
Bắc Giang,Lạng Giang,2019,0.823512,1225
Bắc Giang,Lạng Giang,2020,0.861145,1225
Bắc Giang,Lục Nam,2012,0.021034,3049
Bắc Giang,Lục Nam,2013,0.025863,3049
Bắc Giang,Lục Nam,2014,0.033525,3049
Bắc Giang,Lục Nam,2015,0.051222,3049
Bắc Giang,Lục Nam,2016,0.057275,3049
Bắc Giang,Lục Nam,2017,0.092405,3049
Bắc Giang,Lục Nam,2018,0.121888,3049
Bắc Giang,Lục Nam,2019,0.171203,3049
Bắc Giang,Lục Nam,2020,0.203066,3049
Bắc Giang,Lục Ngạn,2012,0.007298,5157
Bắc Giang,Lục Ngạn,2013,0.008451,5157
Bắc Giang,Lục Ngạn,2014,0.012791,5157
Bắc Giang,Lục Ngạn,2015,0.01126,5157
Bắc Giang,Lục Ngạn,2016,0.009702,5157
Bắc Giang,Lục Ngạn,2017,0.017479,5157
Bắc Giang,Lục Ngạn,2018,0.024173,5157
Bắc Giang,Lục Ngạn,2019,0.044161,5157
Bắc Giang,Lục Ngạn,2020,0.040693,5157
Bắc Giang,Sơn Động,2012,0.021182,4320
Bắc Giang,Sơn Động,2013,0.022865,4320
Bắc Giang,Sơn Động,2014,0.026145,4320
Bắc Giang,Sơn Động,2015,0.022037,4320
Bắc Giang,Sơn Động,2016,0.022038,4320
Bắc Giang,Sơn Động,2017,0.025885,4320
Bắc Giang,Sơn Động,2018,0.033983,4320
Bắc Giang,Sơn Động,2019,0.047721,4320
Bắc Giang,Sơn Động,2020,0.077967,4320
Bắc Giang,Tân Yên,2012,0.053824,1043
Bắc Giang,Tân Yên,2013,0.062913,1043
Bắc Giang,Tân Yên,2014,0.066158,1043
Bắc Giang,Tân Yên,2015,0.095945,1043
Bắc Giang,Tân Yên,2016,0.089911,1043
Bắc Giang,Tân Yên,2017,0.156364,1043
Bắc Giang,Tân Yên,2018,0.183846,1043
Bắc Giang,Tân Yên,2019,0.260428,1043
Bắc Giang,Tân Yên,2020,0.266053,1043
Bắc Giang,Việt Yên,2012,0.544232,858
Bắc Giang,Việt Yên,2013,0.58412,858
Bắc Giang,Việt Yên,2014,0.77781,858
Bắc Giang,Việt Yên,2015,0.923186,858
Bắc Giang,Việt Yên,2016,1.358179,858
Bắc Giang,Việt Yên,2017,1.672987,858
Bắc Giang,Việt Yên,2018,1.975333,858
Bắc Giang,Việt Yên,2019,2.450491,858
Bắc Giang,Việt Yên,2020,2.978026,858
Bắc Giang,Yên Dũng,2012,0.112334,955
Bắc Giang,Yên Dũng,2013,0.17399,955
Bắc Giang,Yên Dũng,2014,0.212986,955
Bắc Giang,Yên Dũng,2015,0.284733,955
Bắc Giang,Yên Dũng,2016,0.366284,955
Bắc Giang,Yên Dũng,2017,0.59925,955
Bắc Giang,Yên Dũng,2018,0.704872,955
Bắc Giang,Yên Dũng,2019,0.992025,955
Bắc Giang,Yên Dũng,2020,1.351657,955
Bắc Giang,Yên Thế,2012,0.039357,1544
Bắc Giang,Yên Thế,2013,0.037296,1544
Bắc Giang,Yên Thế,2014,0.048016,1544
Bắc Giang,Yên Thế,2015,0.04144,1544
Bắc Giang,Yên Thế,2016,0.053369,1544
Bắc Giang,Yên Thế,2017,0.067448,1544
Bắc Giang,Yên Thế,2018,0.090273,1544
Bắc Giang,Yên Thế,2019,0.105259,1544
Bắc Giang,Yên Thế,2020,0.086065,1544
Bắc Kạn,Ba Bể,2012,0.0,3459
Bắc Kạn,Ba Bể,2013,0.0,3459
Bắc Kạn,Ba Bể,2014,0.0,3459
Bắc Kạn,Ba Bể,2015,0.0,3459
Bắc Kạn,Ba Bể,2016,0.0,3459
Bắc Kạn,Ba Bể,2017,0.0,3459
Bắc Kạn,Ba Bể,2018,0.0,3459
Bắc Kạn,Ba Bể,2019,0.0,3459
Bắc Kạn,Ba Bể,2020,0.0,3459
Bắc Kạn,Bạch Thông,2012,0.000298,2761
Bắc Kạn,Bạch Thông,2013,0.001112,2761
Bắc Kạn,Bạch Thông,2014,0.001647,2761
Bắc Kạn,Bạch Thông,2015,0.005668,2761
Bắc Kạn,Bạch Thông,2016,0.006285,2761
Bắc Kạn,Bạch Thông,2017,0.008162,2761
Bắc Kạn,Bạch Thông,2018,0.005745,2761
Bắc Kạn,Bạch Thông,2019,0.014619,2761
Bắc Kạn,Bạch Thông,2020,0.004367,2761
Bắc Kạn,Chợ Mới,2012,0.009996,3050
Bắc Kạn,Chợ Mới,2013,0.012983,3050
Bắc Kạn,Chợ Mới,2014,0.013459,3050
Bắc Kạn,Chợ Mới,2015,0.0171,3050
Bắc Kạn,Chợ Mới,2016,0.021648,3050
Bắc Kạn,Chợ Mới,2017,0.017385,3050
Bắc Kạn,Chợ Mới,2018,0.011203,3050
Bắc Kạn,Chợ Mới,2019,0.011415,3050
Bắc Kạn,Chợ Mới,2020,0.011623,3050
Bắc Kạn,Chợ Đồn,2012,0.003201,4596
Bắc Kạn,Chợ Đồn,2013,0.001889,4596
Bắc Kạn,Chợ Đồn,2014,0.003801,4596
Bắc Kạn,Chợ Đồn,2015,0.004465,4596
Bắc Kạn,Chợ Đồn,2016,0.008856,4596
Bắc Kạn,Chợ Đồn,2017,0.013321,4596
Bắc Kạn,Chợ Đồn,2018,0.012525,4596
Bắc Kạn,Chợ Đồn,2019,0.015351,4596
Bắc Kạn,Chợ Đồn,2020,0.005222,4596
Bắc Kạn,Na Rì,2012,0.004548,4308
Bắc Kạn,Na Rì,2013,0.002426,4308
Bắc Kạn,Na Rì,2014,0.002636,4308
Bắc Kạn,Na Rì,2015,0.003081,4308
Bắc Kạn,Na Rì,2016,0.005835,4308
Bắc Kạn,Na Rì,2017,0.006085,4308
Bắc Kạn,Na Rì,2018,0.004443,4308
Bắc Kạn,Na Rì,2019,0.006683,4308
Bắc Kạn,Na Rì,2020,0.008078,4308
Bắc Kạn,Ngân Sơn,2012,0.00122,3259
Bắc Kạn,Ngân Sơn,2013,0.002683,3259
Bắc Kạn,Ngân Sơn,2014,0.0021,3259
Bắc Kạn,Ngân Sơn,2015,0.001977,3259
Bắc Kạn,Ngân Sơn,2016,0.002467,3259
Bắc Kạn,Ngân Sơn,2017,0.003016,3259
Bắc Kạn,Ngân Sơn,2018,0.002984,3259
Bắc Kạn,Ngân Sơn,2019,0.003937,3259
Bắc Kạn,Ngân Sơn,2020,0.002964,3259
Bắc Kạn,Pác Nặm,2012,0.0,2409
Bắc Kạn,Pác Nặm,2013,0.0,2409
Bắc Kạn,Pác Nặm,2014,0.0,2409
Bắc Kạn,Pác Nặm,2015,0.0,2409
Bắc Kạn,Pác Nặm,2016,0.0,2409
Bắc Kạn,Pác Nặm,2017,0.0,2409
Bắc Kạn,Pác Nặm,2018,0.0,2409
Bắc Kạn,Pác Nặm,2019,0.0,2409
Bắc Kạn,Pác Nặm,2020,0.001893,2409
Bắc Kạn,Thành Phố Bắc Kạn,2012,0.289601,691
Bắc Kạn,Thành Phố Bắc Kạn,2013,0.395858,691
Bắc Kạn,Thành Phố Bắc Kạn,2014,0.487692,691
Bắc Kạn,Thành Phố Bắc Kạn,2015,0.631874,691
Bắc Kạn,Thành Phố Bắc Kạn,2016,0.773402,691
Bắc Kạn,Thành Phố Bắc Kạn,2017,0.617698,691
Bắc Kạn,Thành Phố Bắc Kạn,2018,0.495367,691
Bắc Kạn,Thành Phố Bắc Kạn,2019,0.536313,691
Bắc Kạn,Thành Phố Bắc Kạn,2020,0.53492,691
Bắc Ninh,Bắc Ninh,2012,4.691774,412
Bắc Ninh,Bắc Ninh,2013,5.276098,412
Bắc Ninh,Bắc Ninh,2014,7.161927,412
Bắc Ninh,Bắc Ninh,2015,7.252475,412
Bắc Ninh,Bắc Ninh,2016,9.10159,412
Bắc Ninh,Bắc Ninh,2017,10.12354,412
Bắc Ninh,Bắc Ninh,2018,10.507383,412
Bắc Ninh,Bắc Ninh,2019,11.297137,412
Bắc Ninh,Bắc Ninh,2020,10.601559,412
Bắc Ninh,Gia Bình,2012,0.115544,544
Bắc Ninh,Gia Bình,2013,0.176397,544
Bắc Ninh,Gia Bình,2014,0.268414,544
Bắc Ninh,Gia Bình,2015,0.233723,544
Bắc Ninh,Gia Bình,2016,0.314566,544
Bắc Ninh,Gia Bình,2017,0.465183,544
Bắc Ninh,Gia Bình,2018,0.597919,544
Bắc Ninh,Gia Bình,2019,0.716762,544
Bắc Ninh,Gia Bình,2020,1.178166,544
Bắc Ninh,Lương Tài,2012,0.124932,520
Bắc Ninh,Lương Tài,2013,0.14328,520
Bắc Ninh,Lương Tài,2014,0.180698,520
Bắc Ninh,Lương Tài,2015,0.199811,520
Bắc Ninh,Lương Tài,2016,0.29065,520
Bắc Ninh,Lương Tài,2017,0.437778,520
Bắc Ninh,Lương Tài,2018,0.619154,520
Bắc Ninh,Lương Tài,2019,0.816962,520
Bắc Ninh,Lương Tài,2020,1.243876,520
Bắc Ninh,Quế Võ,2012,0.607044,767
Bắc Ninh,Quế Võ,2013,0.734169,767
Bắc Ninh,Quế Võ,2014,1.073751,767
Bắc Ninh,Quế Võ,2015,1.130379,767
Bắc Ninh,Quế Võ,2016,1.286987,767
Bắc Ninh,Quế Võ,2017,1.639806,767
Bắc Ninh,Quế Võ,2018,2.003511,767
Bắc Ninh,Quế Võ,2019,2.1719,767
Bắc Ninh,Quế Võ,2020,2.573325,767
Bắc Ninh,Thuận Thành,2012,0.514082,584
Bắc Ninh,Thuận Thành,2013,0.72133,584
Bắc Ninh,Thuận Thành,2014,0.758172,584
Bắc Ninh,Thuận Thành,2015,0.924483,584
Bắc Ninh,Thuận Thành,2016,1.219063,584
Bắc Ninh,Thuận Thành,2017,1.60243,584
Bắc Ninh,Thuận Thành,2018,1.951609,584
Bắc Ninh,Thuận Thành,2019,2.312847,584
Bắc Ninh,Thuận Thành,2020,2.724444,584
Bắc Ninh,Tiên Du,2012,1.76133,480
Bắc Ninh,Tiên Du,2013,2.416802,480
Bắc Ninh,Tiên Du,2014,2.892241,480
Bắc Ninh,Tiên Du,2015,3.313494,480
Bắc Ninh,Tiên Du,2016,3.509797,480
Bắc Ninh,Tiên Du,2017,4.249835,480
Bắc Ninh,Tiên Du,2018,4.589333,480
Bắc Ninh,Tiên Du,2019,5.537448,480
Bắc Ninh,Tiên Du,2020,5.521775,480
Bắc Ninh,Từ Sơn,2012,4.111146,309
Bắc Ninh,Từ Sơn,2013,5.108796,309
Bắc Ninh,Từ Sơn,2014,5.906579,309
Bắc Ninh,Từ Sơn,2015,6.079416,309
Bắc Ninh,Từ Sơn,2016,6.664615,309
Bắc Ninh,Từ Sơn,2017,7.815739,309
Bắc Ninh,Từ Sơn,2018,8.329764,309
Bắc Ninh,Từ Sơn,2019,9.568819,309
Bắc Ninh,Từ Sơn,2020,9.501061,309
Bắc Ninh,Yên Phong,2012,1.820282,492
Bắc Ninh,Yên Phong,2013,2.233108,492
Bắc Ninh,Yên Phong,2014,2.784303,492
Bắc Ninh,Yên Phong,2015,3.711055,492
Bắc Ninh,Yên Phong,2016,5.039752,492
Bắc Ninh,Yên Phong,2017,5.69541,492
Bắc Ninh,Yên Phong,2018,5.517506,492
Bắc Ninh,Yên Phong,2019,5.303512,492
Bắc Ninh,Yên Phong,2020,4.774665,492
Bến Tre,Ba Tri,2012,0.20691,1677
Bến Tre,Ba Tri,2013,0.217317,1677
Bến Tre,Ba Tri,2014,0.317696,1677
Bến Tre,Ba Tri,2015,0.307557,1677
Bến Tre,Ba Tri,2016,0.258403,1677
Bến Tre,Ba Tri,2017,0.475912,1677
Bến Tre,Ba Tri,2018,0.644208,1677
Bến Tre,Ba Tri,2019,0.67081,1677
Bến Tre,Ba Tri,2020,0.767321,1677
Bến Tre,Bình Đại,2012,0.220404,1902
Bến Tre,Bình Đại,2013,0.232045,1902
Bến Tre,Bình Đại,2014,0.576809,1902
Bến Tre,Bình Đại,2015,0.472604,1902
Bến Tre,Bình Đại,2016,0.487044,1902
Bến Tre,Bình Đại,2017,0.776076,1902
Bến Tre,Bình Đại,2018,1.049295,1902
Bến Tre,Bình Đại,2019,1.256434,1902
Bến Tre,Bình Đại,2020,1.230796,1902
Bến Tre,Bến Tre,2012,3.144991,347
Bến Tre,Bến Tre,2013,3.348323,347
Bến Tre,Bến Tre,2014,3.754279,347
Bến Tre,Bến Tre,2015,3.990667,347
Bến Tre,Bến Tre,2016,4.109792,347
Bến Tre,Bến Tre,2017,4.662743,347
Bến Tre,Bến Tre,2018,5.277493,347
Bến Tre,Bến Tre,2019,6.047534,347
Bến Tre,Bến Tre,2020,5.995292,347
Bến Tre,Châu Thành,2012,0.431955,1062
Bến Tre,Châu Thành,2013,0.567609,1062
Bến Tre,Châu Thành,2014,0.742196,1062
Bến Tre,Châu Thành,2015,0.989413,1062
Bến Tre,Châu Thành,2016,1.108119,1062
Bến Tre,Châu Thành,2017,1.581497,1062
Bến Tre,Châu Thành,2018,2.091678,1062
Bến Tre,Châu Thành,2019,2.383183,1062
Bến Tre,Châu Thành,2020,2.480737,1062
Bến Tre,Chợ Lách,2012,0.119411,803
Bến Tre,Chợ Lách,2013,0.152666,803
Bến Tre,Chợ Lách,2014,0.252113,803
Bến Tre,Chợ Lách,2015,0.407129,803
Bến Tre,Chợ Lách,2016,0.548718,803
Bến Tre,Chợ Lách,2017,0.875487,803
Bến Tre,Chợ Lách,2018,1.159466,803
Bến Tre,Chợ Lách,2019,1.306698,803
Bến Tre,Chợ Lách,2020,1.450268,803
Bến Tre,Giồng Trôm,2012,0.090315,1484
Bến Tre,Giồng Trôm,2013,0.122249,1484
Bến Tre,Giồng Trôm,2014,0.219382,1484
Bến Tre,Giồng Trôm,2015,0.265138,1484
Bến Tre,Giồng Trôm,2016,0.277131,1484
Bến Tre,Giồng Trôm,2017,0.393497,1484
Bến Tre,Giồng Trôm,2018,0.524441,1484
Bến Tre,Giồng Trôm,2019,0.578827,1484
Bến Tre,Giồng Trôm,2020,0.67592,1484
Bến Tre,Mỏ Cày Bắc,2012,0.056149,789
Bến Tre,Mỏ Cày Bắc,2013,0.081083,789
Bến Tre,Mỏ Cày Bắc,2014,0.14139,789
Bến Tre,Mỏ Cày Bắc,2015,0.183601,789
Bến Tre,Mỏ Cày Bắc,2016,0.19016,789
Bến Tre,Mỏ Cày Bắc,2017,0.280968,789
Bến Tre,Mỏ Cày Bắc,2018,0.418184,789
Bến Tre,Mỏ Cày Bắc,2019,0.523029,789
Bến Tre,Mỏ Cày Bắc,2020,0.685709,789
Bến Tre,Mỏ Cày Nam,2012,0.050116,1100
Bến Tre,Mỏ Cày Nam,2013,0.075648,1100
Bến Tre,Mỏ Cày Nam,2014,0.120846,1100
Bến Tre,Mỏ Cày Nam,2015,0.181398,1100
Bến Tre,Mỏ Cày Nam,2016,0.219439,1100
Bến Tre,Mỏ Cày Nam,2017,0.361407,1100
Bến Tre,Mỏ Cày Nam,2018,0.435104,1100
Bến Tre,Mỏ Cày Nam,2019,0.552127,1100
Bến Tre,Mỏ Cày Nam,2020,0.655729,1100
Bến Tre,Thạnh Phú,2012,0.031,1948
Bến Tre,Thạnh Phú,2013,0.024881,1948
Bến Tre,Thạnh Phú,2014,0.316592,1948
Bến Tre,Thạnh Phú,2015,0.312076,1948
Bến Tre,Thạnh Phú,2016,0.202123,1948
Bến Tre,Thạnh Phú,2017,0.42693,1948
Bến Tre,Thạnh Phú,2018,0.571012,1948
Bến Tre,Thạnh Phú,2019,0.605649,1948
Bến Tre,Thạnh Phú,2020,0.632567,1948
Cao Bằng,Bảo Lâm,2012,0.001546,4634
Cao Bằng,Bảo Lâm,2013,0.002795,4634
Cao Bằng,Bảo Lâm,2014,0.002676,4634
Cao Bằng,Bảo Lâm,2015,0.003188,4634
Cao Bằng,Bảo Lâm,2016,0.008874,4634
Cao Bằng,Bảo Lâm,2017,0.012971,4634
Cao Bằng,Bảo Lâm,2018,0.012502,4634
Cao Bằng,Bảo Lâm,2019,0.009728,4634
Cao Bằng,Bảo Lâm,2020,0.009995,4634
Cao Bằng,Bảo Lạc,2012,0.0,4657
Cao Bằng,Bảo Lạc,2013,0.0,4657
Cao Bằng,Bảo Lạc,2014,0.0,4657
Cao Bằng,Bảo Lạc,2015,0.0,4657
Cao Bằng,Bảo Lạc,2016,0.0,4657
Cao Bằng,Bảo Lạc,2017,0.0,4657
Cao Bằng,Bảo Lạc,2018,0.0,4657
Cao Bằng,Bảo Lạc,2019,0.000184,4657
Cao Bằng,Bảo Lạc,2020,0.000276,4657
Cao Bằng,Cao Bằng,2012,0.209899,553
Cao Bằng,Cao Bằng,2013,0.440492,553
Cao Bằng,Cao Bằng,2014,0.447681,553
Cao Bằng,Cao Bằng,2015,0.376805,553
Cao Bằng,Cao Bằng,2016,0.50043,553
Cao Bằng,Cao Bằng,2017,0.518605,553
Cao Bằng,Cao Bằng,2018,0.521817,553
Cao Bằng,Cao Bằng,2019,0.734095,553
Cao Bằng,Cao Bằng,2020,0.894539,553
Cao Bằng,Hoà An,2012,0.003776,3062
Cao Bằng,Hoà An,2013,0.005162,3062
Cao Bằng,Hoà An,2014,0.007585,3062
Cao Bằng,Hoà An,2015,0.004403,3062
Cao Bằng,Hoà An,2016,0.005147,3062
Cao Bằng,Hoà An,2017,0.004703,3062
Cao Bằng,Hoà An,2018,0.006454,3062
Cao Bằng,Hoà An,2019,0.006418,3062
Cao Bằng,Hoà An,2020,0.005723,3062
Cao Bằng,Hà Quảng,2012,0.0,2287
Cao Bằng,Hà Quảng,2013,0.0,2287
Cao Bằng,Hà Quảng,2014,0.0,2287
Cao Bằng,Hà Quảng,2015,0.001071,2287
Cao Bằng,Hà Quảng,2016,0.000971,2287
Cao Bằng,Hà Quảng,2017,0.000861,2287
Cao Bằng,Hà Quảng,2018,0.00071,2287
Cao Bằng,Hà Quảng,2019,0.00515,2287
Cao Bằng,Hà Quảng,2020,0.0,2287
Cao Bằng,Hạ Lang,2012,0.0,2320
Cao Bằng,Hạ Lang,2013,0.001926,2320
Cao Bằng,Hạ Lang,2014,0.002349,2320
Cao Bằng,Hạ Lang,2015,0.002835,2320
Cao Bằng,Hạ Lang,2016,0.001447,2320
Cao Bằng,Hạ Lang,2017,0.003661,2320
Cao Bằng,Hạ Lang,2018,0.005454,2320
Cao Bằng,Hạ Lang,2019,0.013425,2320
Cao Bằng,Hạ Lang,2020,0.004686,2320
Cao Bằng,Nguyên Bình,2012,0.004183,4254
Cao Bằng,Nguyên Bình,2013,0.005265,4254
Cao Bằng,Nguyên Bình,2014,0.004472,4254
Cao Bằng,Nguyên Bình,2015,0.004253,4254
Cao Bằng,Nguyên Bình,2016,0.003054,4254
Cao Bằng,Nguyên Bình,2017,0.002369,4254
Cao Bằng,Nguyên Bình,2018,0.00171,4254
Cao Bằng,Nguyên Bình,2019,0.001558,4254
Cao Bằng,Nguyên Bình,2020,0.001663,4254
Cao Bằng,Phục Hoà,2012,0.007897,1267
Cao Bằng,Phục Hoà,2013,0.019395,1267
Cao Bằng,Phục Hoà,2014,0.013953,1267
Cao Bằng,Phục Hoà,2015,0.021233,1267
Cao Bằng,Phục Hoà,2016,0.016659,1267
Cao Bằng,Phục Hoà,2017,0.040271,1267
Cao Bằng,Phục Hoà,2018,0.042451,1267
Cao Bằng,Phục Hoà,2019,0.056495,1267
Cao Bằng,Phục Hoà,2020,0.038195,1267
Cao Bằng,Quảng Uyên,2012,0.0,1940
Cao Bằng,Quảng Uyên,2013,0.00146,1940
Cao Bằng,Quảng Uyên,2014,0.002867,1940
Cao Bằng,Quảng Uyên,2015,0.001325,1940
Cao Bằng,Quảng Uyên,2016,0.003191,1940
Cao Bằng,Quảng Uyên,2017,0.006513,1940
Cao Bằng,Quảng Uyên,2018,0.005608,1940
Cao Bằng,Quảng Uyên,2019,0.008603,1940
Cao Bằng,Quảng Uyên,2020,0.010238,1940
Cao Bằng,Thông Nông,2012,0.0,1814
Cao Bằng,Thông Nông,2013,0.0,1814
Cao Bằng,Thông Nông,2014,0.0,1814
Cao Bằng,Thông Nông,2015,0.0,1814
Cao Bằng,Thông Nông,2016,0.0,1814
Cao Bằng,Thông Nông,2017,0.0,1814
Cao Bằng,Thông Nông,2018,0.0,1814
Cao Bằng,Thông Nông,2019,0.0,1814
Cao Bằng,Thông Nông,2020,0.0,1814
Cao Bằng,Thạch An,2012,7.8e-05,3482
Cao Bằng,Thạch An,2013,0.0,3482
Cao Bằng,Thạch An,2014,0.000295,3482
Cao Bằng,Thạch An,2015,0.000142,3482
Cao Bằng,Thạch An,2016,0.000126,3482
Cao Bằng,Thạch An,2017,0.003136,3482
Cao Bằng,Thạch An,2018,0.000821,3482
Cao Bằng,Thạch An,2019,0.001473,3482
Cao Bằng,Thạch An,2020,0.001865,3482
Cao Bằng,Trà Lĩnh,2012,0.000267,1281
Cao Bằng,Trà Lĩnh,2013,0.000466,1281
Cao Bằng,Trà Lĩnh,2014,0.0,1281
Cao Bằng,Trà Lĩnh,2015,0.001744,1281
Cao Bằng,Trà Lĩnh,2016,0.009985,1281
Cao Bằng,Trà Lĩnh,2017,0.028394,1281
Cao Bằng,Trà Lĩnh,2018,0.027162,1281
Cao Bằng,Trà Lĩnh,2019,0.035841,1281
Cao Bằng,Trà Lĩnh,2020,0.026831,1281
Cao Bằng,Trùng Khánh,2012,0.005506,2372
Cao Bằng,Trùng Khánh,2013,0.011126,2372
Cao Bằng,Trùng Khánh,2014,0.010945,2372
Cao Bằng,Trùng Khánh,2015,0.0187,2372
Cao Bằng,Trùng Khánh,2016,0.028153,2372
Cao Bằng,Trùng Khánh,2017,0.034872,2372
Cao Bằng,Trùng Khánh,2018,0.039062,2372
Cao Bằng,Trùng Khánh,2019,0.075897,2372
Cao Bằng,Trùng Khánh,2020,0.041347,2372
Cà Mau,Cà Mau,2012,1.25122,1178
Cà Mau,Cà Mau,2013,1.416223,1178
Cà Mau,Cà Mau,2014,1.732732,1178
Cà Mau,Cà Mau,2015,1.936109,1178
Cà Mau,Cà Mau,2016,2.131445,1178
Cà Mau,Cà Mau,2017,2.343842,1178
Cà Mau,Cà Mau,2018,2.796756,1178
Cà Mau,Cà Mau,2019,2.872262,1178
Cà Mau,Cà Mau,2020,3.186016,1178
Cà Mau,Cái Nước,2012,0.072011,1970
Cà Mau,Cái Nước,2013,0.127759,1970
Cà Mau,Cái Nước,2014,0.359216,1970
Cà Mau,Cái Nước,2015,0.241974,1970
Cà Mau,Cái Nước,2016,0.154471,1970
Cà Mau,Cái Nước,2017,0.225084,1970
Cà Mau,Cái Nước,2018,0.232129,1970
